# Image : goldhill.png
739	23.9966
1022	24.8264
1449	25.6542
2127	26.5075
3123	27.4841
4575	28.4674
6663	29.5971
9620	30.7703
13703	32.0371
19264	33.4375
26451	34.9445
35743	36.6132
47256	38.506
60460	40.5854
74806	42.8652
89686	45.2885
