# Image : barbara.pgm
1014	22.02
1667	23.00
2546	24.08
3783	25.23
5404	26.43
7702	27.83
10649	29.32
14401	30.93
19109	32.62
24645	34.32
31264	36.03
39019	37.77
48165	39.52
59250	41.39
72007	43.40
86507	45.56
