# Image : bridge.pgm
655	20.33
983	21.03
1638	21.83
2293	22.38
3276	23.07
4587	23.78
6553	24.52
9830	25.64
16384	27.44
22937	28.80
32768	30.90
45875	33.37
65536	37.12
98304	42.82
