# Image : harbour.pgm
724	21.70
1277	22.43
2197	23.38
3659	24.42
5818	25.64
8903	27.05
12986	28.56
18145	30.20
24539	32.01
31897	33.87
40199	35.79
49505	37.84
59497	39.90
70398	42.01
82069	44.15
94525	46.24
